317.4140015	-389.3640137
335.0929871	-389.3630066
340.8359985	-384.8529968
365.7099915	-423.5960083
375.0700073	-423.6040039
375.071991	-458.7919922
364.9700012	-458.7659912
364.9620056	-461.7219849
362.4179993	-461.7219849
342.2539978	-495.1730042
338.5159912	-493.026001
317.4190063	-493.0280151
317.4179993	-481.1730042
323.5360107	-475.0140076
323.5360107	-467.1279907
321.0209961	-467.1279907
321.0209961	-463.2879944
312.5669861	-463.2890015
310.7359924	-461.3429871
310.7340088	-420.8120117
312.5650024	-419.1029968
321.0180054	-419.1019897
321.0180054	-415.2630005
323.5329895	-415.2630005
323.5329895	-407.3770142
317.4140015	-401.2179871
317.4140015	-389.3640137
